config_id,proposal_id,seed,n_nodes,n_edges,mean_degree,max_degree,min_degree,degree_gini,global_clustering,mean_path_length,modularity,n_components,largest_component_size,is_connected,attempts
8,aesthetic_objectivity,8003,100,294,5.88,30,3,0.34129251700680263,0.36348927180006335,2.6545454545454548,0.4211671062983016,1,100,True,1
8,meaning_of_life,8004,100,294,5.88,23,3,0.31612244897959174,0.3151379684837081,2.7876767676767678,0.43330325327409874,1,100,True,1
8,regifting,8005,100,294,5.88,33,3,0.3320408163265307,0.3608510582984267,2.68989898989899,0.41600721921421624,1,100,True,1
8,shared_workplace,8006,100,294,5.88,38,3,0.3459183673469388,0.3628036569887482,2.6044444444444443,0.4171583599426165,1,100,True,1
9,srma,9000,100,390,7.8,34,4,0.3263076923076924,0.326228698525616,2.4123232323232324,0.33708744247205785,1,100,True,1
9,wealth_tax,9001,100,390,7.8,35,4,0.3213846153846154,0.30192990966721617,2.421818181818182,0.31967455621301777,1,100,True,1
9,un_veto,9002,100,390,7.8,30,4,0.32899999999999996,0.338040948015784,2.426262626262626,0.3275575279421433,1,100,True,1
9,aesthetic_objectivity,9003,100,390,7.8,32,4,0.34343589743589753,0.3551751547816432,2.3715151515151516,0.34487179487179487,1,100,True,1
9,meaning_of_life,9004,100,390,7.8,30,4,0.3179743589743589,0.294871485165843,2.445858585858586,0.3556936226166995,1,100,True,1
9,regifting,9005,100,390,7.8,39,4,0.33246153846153836,0.33485542500031845,2.3701010101010103,0.3139381985535832,1,100,True,1
9,shared_workplace,9006,100,390,7.8,35,4,0.32433333333333336,0.3157363989766534,2.405050505050505,0.34230111768573307,1,100,True,1
10,srma,10000,100,294,5.88,29,3,0.34850340136054414,0.493451670686762,2.7317171717171718,0.4680919987042436,1,100,True,1
10,wealth_tax,10001,100,294,5.88,31,3,0.3409523809523809,0.5330052450240705,2.716969696969697,0.4916990605766116,1,100,True,1
10,un_veto,10002,100,294,5.88,39,3,0.355,0.5180739110005684,2.6595959595959595,0.45058193345365355,1,100,True,1
